percent
0.043292
0.043068
0.042553
0.042102
0.040417
0.040312
0.039229
0.03919
0.03781
0.037213
0.037242
0.035974
0.036209
0.035689
0.034954
0.033864
0.033203
0.033438
0.036739
0.034877
0.033314
0.031218
0.03181
0.030626
0.030459
0.029711
0.029158
0.028027
0.027555
0.026504
0.026085
0.027289
0.025995
0.025876
0.025761
0.025316
0.025329
0.025221
0.025101
0.024788
0.02442
0.024144
0.024302
0.023863
0.023409
0.023086
0.022604
0.022358
0.021357
0.020796
0.020155
0.019331
0.019025
0.018009
0.017416
0.017338
0.017097
0.016859
0.016219
0.015792
0.015442
0.015348
0.01511
0.014904
0.014694
0.014095
0.013064
0.012878
0.012295
0.011837
0.011089
0.010577
0.010025
0.009586
0.009032
0.008691
0.00803
0.007706
0.007266
0.006927
0.006494
0.006321
0.005975
0.005852
0.005819
0.00564
0.005464
0.005447
0.005285
0.005028
0.004683
0.004527
0.004273
0.00409
0.003857
0.003598
0.003401
0.003274
0.003093
0.00293
0.002856
0.002771
0.002644
0.002409
0.002271
0.002212
0.002263
0.002097
0.002146
0.002152
0.002122
0.001972
0.001856
0.001699
0.001628
0.001634
0.001612
0.001591
0.001503
0.001492
0.001454
0.001493
0.001458
0.001387
0.001296
0.001328
0.001234
0.001248
0.001174
0.000266
0.000303
0.000277
0.000183
0.000291
0.000204
0.000247
0.000219
0.00019
0.000222
0.000183
0.000117
0.000178
0.000111
0.000136
0.000186
0.000127
0.000105
0.000186
0.000133
0.000123
0.000106
0.000114
9.7e-05
8.9e-05
0.000103
9.6e-05
0.00013
0.000116
0.000101
0.000136
0.000116
0.000118
0.000118
0.000134
0.000137
0.000124
0.000124
0.000131
0.00014
0.000133
0.000161
0.000159
0.000141
0.000151
0.000164
0.000187
0.000201
0.000192
0.000175
0.000207
0.000155
0.000157
0.00014
0.000148
0.000143
0.000118
0.000132
0.000124
0.000125
0.000109
9.2e-05
0.000107
0.000104
9.4e-05
9.4e-05
7.4e-05
6.7e-05
7.5e-05
6.2e-05
6.3e-05
5.9e-05
5.8e-05
5.3e-05
5.2e-05
5.3e-05
