percent
0.000228
0.000268
0.000246
0.000284
0.000293
0.000328
0.000269
0.00043
0.000385
0.000344
0.000292
0.000357
0.00038
0.000454
0.000384
0.000371
0.000442
0.000517
0.000378
0.000434
0.000462
0.000502
0.000422
0.000487
0.000419
0.000475
0.000527
0.000441
0.000475
0.000452
0.000475
0.000406
0.000261
0.000233
0.000186
0.00018
0.000178
0.000166
0.00016
0.000153
0.000176
0.000165
0.000165
0.000179
0.000191
0.000227
0.000237
0.000241
0.000259
0.000296
0.000303
0.000303
0.000308
0.000311
0.000285
0.000259
0.000275
0.000264
0.00025
0.000239
0.000256
0.00025
0.000196
0.000175
0.000183
0.000144
0.000113
9.8e-05
9.2e-05
9.5e-05
6.6e-05
8.4e-05
8e-05
7.3e-05
8.2e-05
7.1e-05
6.7e-05
8.4e-05
6.6e-05
7.8e-05
7.8e-05
7.8e-05
7.5e-05
6.6e-05
6.6e-05
7.2e-05
6e-05
7.1e-05
5.7e-05
5.9e-05
5.2e-05
4.7e-05
4.4e-05
0.072381
0.069986
0.070431
0.066737
0.06699
0.0643
0.064334
0.06362
0.062041
0.061562
0.059892
0.059543
0.05857
0.056757
0.05573
0.054416
0.054805
0.054025
0.052547
0.053226
0.052567
0.051672
0.051666
0.051312
0.051172
0.051852
0.052223
0.052094
0.052642
0.052319
0.054448
0.05522
0.055073
0.055952
0.056943
0.056837
0.056579
0.057195
0.056034
0.056047
0.057069
0.057814
0.057848
0.057197
0.05674
0.055898
0.055163
0.057105
0.055949
0.054863
0.054969
0.054672
0.054114
0.053052
0.052572
0.050677
0.050463
0.0505
0.049244
0.048422
0.047587
0.046577
0.045479
0.046098
0.045719
0.044054
0.041824
0.039414
0.03936
0.038091
0.037213
0.035561
0.034547
0.033352
0.034154
0.031515
0.029986
0.029135
0.027046
0.026209
0.02475
0.022958
0.021457
0.020908
0.020941
0.018761
0.016456
0.014753
0.012712
0.011271
0.010487
0.009535
0.008541
0.007931
0.007509
0.00703
0.006572
0.006483
0.006114
0.006124
0.006446
0.006171
0.005984
0.00553
0.005152
0.005005
0.004611
0.004479
0.004424
0.004334
0.00421
0.004298
0.004202
0.004101
0.003962
0.003857
0.003614
0.003467
0.003312
0.003262
0.003096
0.002887
0.002756
0.002491
0.002378
0.002189
0.001952
0.001737
0.001668
